year,bid,Sa,E[Sa],Un,state,profit,revenue,energy_cost,tech_cost,gp_status,gp_MIPGap,fid,field_type,crop,irr_vol,irr_vol_m3,yield,yield_rate,irr_depth,w,field_area,wid,water_depth,withdrawal,energy
2016,b139,0.24707746,0.36720296,0.13760669,Repetition,3.26361859,3.26361859,0.0,0.0,2.0,0.0,f139,rainfed,corn,0.0,0.0,1.04435795,0.45074463,0.0,38.52,50.0,w139,51.69579926,0.0,0.0
2016,b140,0.20559582,0.32944053,0.49626893,Imitation,2.64687346,2.64687346,0.0,0.0,2.0,0.0,f140,rainfed,corn,0.0,0.0,0.84699951,0.36556477,0.0,36.18,50.0,w140,53.60441426,0.0,0.0
2016,b141,0.35131667,0.69725178,0.00612701,Repetition,4.97732217,7.22965744,0.37633527,1.876,2.0,8.198e-05,f141,irrigated,corn,16.00138097,0.16001381,2.31349038,0.99850187,32.00276194,68.18276194,50.0,w141,53.86349926,16.00138097,0.00013548
2016,b142,0.11457038,0.34030226,0.58728262,Social comparison,1.39934653,3.45017926,0.17483273,1.876,2.0,9.278e-05,f142,irrigated,others,7.45114124,0.07451141,0.74623536,0.91001427,14.90228248,51.08228248,50.0,w142,53.70792926,7.45114124,6.294e-05
2016,b143,0.35134937,0.69726584,0.0061521,Repetition,4.97790176,7.22966725,0.3757655,1.876,2.0,8.205e-05,f143,irrigated,corn,16.00174905,0.16001749,2.31349352,0.99850322,32.0034981,68.1834981,50.0,w143,53.76124926,16.00174905,0.00013528
2016,b144,0.11657325,0.34137896,0.58481934,Social comparison,1.42538932,3.45755836,0.15616904,1.876,2.0,8.3e-07,f144,irrigated,others,6.65150305,0.06651503,0.74783138,0.91196057,13.30300609,52.01300609,50.0,w144,53.75000126,6.65150305,5.622e-05
2016,b145,0.35275658,0.69895528,0.34859663,Imitation,5.00287752,7.21828575,0.33940823,1.876,2.0,3.096e-05,f145,irrigated,corn,14.38514613,0.14385146,2.30985144,0.9969313,28.77029226,67.48029226,50.0,w145,54.07687126,14.38514613,0.00012219
2016,b146,0.35281433,0.69898164,0.34856323,Imitation,5.00390369,7.21828026,0.33837657,1.876,2.0,3.113e-05,f146,irrigated,corn,14.38500186,0.14385002,2.30984968,0.99693054,28.77000371,67.48000371,50.0,w146,53.87472326,14.38500186,0.00012182
2016,b147,0.35287727,0.69900646,0.34852654,Imitation,5.00502205,7.21830696,0.33728491,1.876,2.0,3.131e-05,f147,irrigated,corn,14.38570323,0.14385703,2.30985823,0.99693423,28.77140646,67.48140646,50.0,w147,53.65687726,14.38570323,0.00012142
2016,b148,0.11659098,0.34139232,0.58481357,Social comparison,1.42562017,3.45756144,0.15594127,1.876,2.0,1.28e-06,f148,irrigated,others,6.6517535,0.06651754,0.74783205,0.91196138,13.303507,52.013507,50.0,w148,53.65055626,6.6517535,5.614e-05
2016,b149,0.35310785,0.69911325,0.34839096,Imitation,5.00912049,7.21853128,0.33341079,1.876,2.0,3.197e-05,f149,irrigated,corn,14.39161207,0.14391612,2.30993001,0.99696521,28.78322414,67.49322414,50.0,w149,52.86818526,14.39161207,0.00012003
2016,b150,0.35241606,0.69813832,0.34661686,Imitation,4.99682892,7.1938811,0.32105218,1.876,2.0,3.998e-05,f150,irrigated,corn,13.95622968,0.1395623,2.30204195,0.99356073,27.91245936,66.43245936,50.0,w150,52.40778926,13.95622968,0.00011558
2016,b151,0.24707746,0.36720296,0.45201852,Imitation,3.26361859,3.26361859,0.0,0.0,2.0,0.0,f151,rainfed,corn,0.0,0.0,1.04435795,0.45074463,0.0,38.52,50.0,w151,51.92010326,0.0,0.0
2016,b152,0.35249428,0.69848721,0.34882923,Imitation,4.99821797,7.2161812,0.34196323,1.876,2.0,4.395e-05,f152,irrigated,corn,14.40611984,0.1440612,2.30917798,0.99664064,28.81223969,67.37223969,50.0,w152,54.48111526,14.40611984,0.00012311
2016,b153,0.35298181,0.69902685,0.00867302,Repetition,5.00687996,7.2394258,0.35654583,1.876,2.0,7.02e-05,f153,irrigated,corn,15.36216794,0.15362168,2.31661625,0.99985099,30.72433588,69.28433588,50.0,w153,52.98790126,15.36216794,0.00012836
2016,b154,0.11646882,0.34125804,0.20972538,Deliberation,1.42403003,3.45864462,0.15861459,1.876,2.0,4.06e-05,f154,irrigated,others,6.82047719,0.06820477,0.74806633,0.91224708,13.64095438,52.20095438,50.0,w154,53.11898226,6.82047719,5.71e-05
2016,b155,0.35291819,0.6989986,0.00862864,Repetition,5.00574929,7.23941916,0.35766987,1.876,2.0,6.99e-05,f155,irrigated,corn,15.36141486,0.15361415,2.31661413,0.99985008,30.72282972,69.28282972,50.0,w155,53.19808326,15.36141486,0.00012876
2016,b156,0.35408837,0.700487,0.34721608,Imitation,5.02656475,7.23979103,0.33722628,1.876,2.0,5.011e-05,f156,irrigated,corn,14.47872127,0.14478721,2.31673313,0.99990143,28.95744253,70.27744253,50.0,w156,53.21942726,14.47872127,0.0001214
2016,b157,0.3544365,0.70047201,0.34686991,Imitation,5.03276463,7.24061723,0.33185259,1.876,2.0,5.011e-05,f157,irrigated,corn,14.25160215,0.14251602,2.31699751,1.00001554,28.5032043,69.8232043,50.0,w157,53.20274926,14.25160215,0.00011947
2016,b158,0.35441694,0.70047478,0.3468921,Imitation,5.03241612,7.24061208,0.33219595,1.876,2.0,5.011e-05,f158,irrigated,corn,14.27098172,0.14270982,2.31699586,1.00001483,28.54196344,69.86196344,50.0,w158,53.18138326,14.27098172,0.00011959
2016,b159,0.24107261,0.31131266,0.08239416,Repetition,3.17226548,3.17226548,0.0,0.0,2.0,0.0,f159,rainfed,others,0.0,0.0,0.68612571,0.83671214,0.0,41.32,50.0,w159,54.18166526,0.0,0.0
2016,b160,0.35392926,0.70041325,0.34730579,Imitation,5.02373218,7.23980528,0.3400731,1.876,2.0,5.006e-05,f160,irrigated,corn,14.47676695,0.14476767,2.31673769,0.9999034,28.95353389,70.27353389,50.0,w160,53.78440226,14.47676695,0.00012243
2016,b161,0.35384477,0.69931841,0.34553881,Imitation,5.02222833,7.22318456,0.32495623,1.876,2.0,1.598e-05,f161,irrigated,corn,13.9567557,0.13956756,2.31141906,0.99760788,27.91351141,67.75351141,50.0,w161,53.19665326,13.9567557,0.00011698
2016,b162,0.3536044,0.69978498,0.04111059,Repetition,5.01795122,7.24061618,0.34666495,1.876,2.0,1.633e-05,f162,irrigated,corn,15.00128538,0.15001285,2.31699718,1.0000154,30.00257076,69.84257076,50.0,w162,52.70429926,15.00128538,0.0001248
2016,b163,0.35304164,0.69873538,0.34851417,Imitation,5.00794341,7.21589718,0.33195376,1.876,2.0,4.567e-05,f163,irrigated,corn,14.39900985,0.1439901,2.3090871,0.99660141,28.7980197,67.3580197,50.0,w163,52.54827326,14.39900985,0.0001195
2016,b164,0.24774212,0.37149651,0.24115607,Repetition,3.27377494,3.27377494,0.0,0.0,2.0,0.0,f164,rainfed,corn,0.0,0.0,1.04760798,0.45214734,0.0,38.56,50.0,w164,52.81743426,0.0,0.0
2016,b165,0.35293016,0.69868642,0.34857614,Imitation,5.00596205,7.21617302,0.33421097,1.876,2.0,4.53e-05,f165,irrigated,corn,14.40591458,0.14405915,2.30917537,0.99663951,28.81182917,67.37182917,50.0,w165,52.96030226,14.40591458,0.00012032
2016,b166,0.3544349,0.70048278,0.34688172,Imitation,5.03273599,7.24061228,0.33187629,1.876,2.0,5.012e-05,f166,irrigated,corn,14.27062354,0.14270624,2.31699593,1.00001486,28.54124709,69.86124709,50.0,w166,53.11968426,14.27062354,0.00011948
2016,b167,0.35411316,0.70049795,0.01019265,Repetition,5.02700604,7.2397942,0.33678816,1.876,2.0,4.572e-05,f167,irrigated,corn,14.4782875,0.14478288,2.31673414,0.99990187,28.956575,70.276575,50.0,w167,53.13578626,14.4782875,0.00012124
2016,b168,0.11815929,0.34230272,0.5830099,Social comparison,1.44605411,3.46204523,0.13999112,1.876,2.0,9.394e-05,f168,irrigated,others,5.91171831,0.05911718,0.74880184,0.91314402,11.82343662,53.14343662,50.0,w168,54.31988926,5.91171831,5.04e-05
2016,b169,0.2902818,0.42260505,0.41087839,Imitation,3.94320383,3.94320383,0.0,0.0,2.0,0.0,f169,rainfed,corn,0.0,0.0,1.26182523,0.54460345,0.0,41.32,50.0,w169,54.39385426,0.0,0.0
2016,b170,0.35420257,0.70036773,0.34700501,Imitation,5.02859817,7.24061709,0.33601893,1.876,2.0,5.004e-05,f170,irrigated,corn,14.25634472,0.14256345,2.31699747,1.00001552,28.51268943,69.83268943,50.0,w170,54.00725726,14.25634472,0.00012097
2016,b171,0.26826806,0.39335632,0.12644693,Repetition,3.59192188,3.59192188,0.0,0.0,2.0,0.0,f171,rainfed,corn,0.0,0.0,1.149415,0.49608723,0.0,39.84,50.0,w171,53.41770726,0.0,0.0
2016,b172,0.26826806,0.39335632,0.12644693,Repetition,3.59192188,3.59192188,0.0,0.0,2.0,0.0,f172,rainfed,corn,0.0,0.0,1.149415,0.49608723,0.0,39.84,50.0,w172,52.92048926,0.0,0.0
2016,b173,0.35409003,0.69891223,0.34505514,Imitation,5.02659417,7.19950323,0.29690906,1.876,2.0,4.213e-05,f173,irrigated,corn,13.95656162,0.13956562,2.30384103,0.99433721,27.91312324,66.64312324,50.0,w173,47.51412926,13.95656162,0.00010689
2016,b174,0.35464263,0.70025411,0.01234283,Repetition,5.03643715,7.24061061,0.32817346,1.876,2.0,2.817e-05,f174,irrigated,corn,15.01334667,0.15013347,2.3169954,1.00001463,30.02669334,69.86669334,50.0,w174,49.16849726,15.01334667,0.00011814
2016,b175,0.35384766,0.69989496,0.04086733,Repetition,5.02227988,7.24061528,0.34233539,1.876,2.0,1.694e-05,f175,irrigated,corn,15.00417038,0.1500417,2.31699689,1.00001527,30.00834076,69.84834076,50.0,w175,51.87564926,15.00417038,0.00012324
2016,b176,0.35368668,0.69982218,0.34637419,Imitation,5.01941515,7.2406159,0.34520075,1.876,2.0,1.654e-05,f176,irrigated,corn,15.00226091,0.15002261,2.31699709,1.00001536,30.00452182,69.84452182,50.0,w176,52.42397526,15.00226091,0.00012427
2016,b177,0.35299743,0.69871712,0.34853715,Imitation,5.00715766,7.21616582,0.33300816,1.876,2.0,4.551e-05,f177,irrigated,corn,14.4057338,0.14405734,2.30917306,0.99663851,28.8114676,67.3714676,50.0,w177,52.72488926,14.4057338,0.00011988
2016,b178,0.24774212,0.37149651,0.24115607,Repetition,3.27377494,3.27377494,0.0,0.0,2.0,0.0,f178,rainfed,corn,0.0,0.0,1.04760798,0.45214734,0.0,38.56,50.0,w178,52.95748926,0.0,0.0
2016,b179,0.35290379,0.69867439,0.34859143,Imitation,5.00549338,7.21617584,0.33468246,1.876,2.0,4.522e-05,f179,irrigated,corn,14.40598534,0.14405985,2.30917627,0.9966399,28.81197067,67.37197067,50.0,w179,53.05249226,14.40598534,0.00012049
2016,b180,0.24107261,0.31131266,0.08239416,Repetition,3.17226548,3.17226548,0.0,0.0,2.0,0.0,f180,rainfed,others,0.0,0.0,0.68612571,0.83671214,0.0,41.32,50.0,w180,53.01605426,0.0,0.0
2016,b181,0.35413435,0.70050778,0.01020651,Repetition,5.02738332,7.23979217,0.33640885,1.876,2.0,6.181e-05,f181,irrigated,corn,14.47856449,0.14478564,2.3167335,0.99990159,28.95712897,70.27712897,50.0,w181,53.06041126,14.47856449,0.00012111
2016,b182,0.2902818,0.42260505,0.41088816,Imitation,3.94320383,3.94320383,0.0,0.0,2.0,0.0,f182,rainfed,corn,0.0,0.0,1.26182523,0.54460345,0.0,41.32,50.0,w182,54.31356926,0.0,0.0
2016,b183,0.35380026,0.70035346,0.34737852,Imitation,5.02143619,7.23981674,0.34238055,1.876,2.0,5.002e-05,f183,irrigated,corn,14.47518319,0.14475183,2.31674136,0.99990499,28.95036637,70.27036637,50.0,w183,54.24240326,14.47518319,0.00012326
2016,b184,0.2902818,0.42260505,0.18627648,Repetition,3.94320383,3.94320383,0.0,0.0,2.0,0.0,f184,rainfed,corn,0.0,0.0,1.26182523,0.54460345,0.0,41.32,50.0,w184,54.13913526,0.0,0.0
2016,b185,0.3543038,0.7004207,0.34695299,Imitation,5.03040092,7.24061477,0.33421386,1.876,2.0,5.008e-05,f185,irrigated,corn,14.26549445,0.14265494,2.31699673,1.0000152,28.5309889,69.8509889,50.0,w185,53.60675226,14.26549445,0.00012032
2016,b186,0.26826806,0.39335632,0.43163161,Imitation,3.59192188,3.59192188,0.0,0.0,2.0,0.0,f186,rainfed,corn,0.0,0.0,1.149415,0.49608723,0.0,39.84,50.0,w186,53.62329926,0.0,0.0
2016,b187,0.11730893,0.34174626,0.58208458,Social comparison,1.43497001,3.4610215,0.15005149,1.876,2.0,2.499e-05,f187,irrigated,others,6.45212534,0.06452125,0.74858042,0.912874,12.90425069,52.74425069,50.0,w187,53.12033226,6.45212534,5.402e-05
2016,b188,0.35477967,0.69922658,0.34467971,Imitation,5.03887937,7.20002786,0.28514849,1.876,2.0,4.603e-05,f188,irrigated,corn,13.96674842,0.13966748,2.30400891,0.99440967,27.93349684,66.66349684,50.0,w188,45.08876926,13.96674842,0.00010265
2016,b189,0.23209859,0.29932189,0.06820398,Repetition,3.03708013,3.03708013,0.0,0.0,2.0,0.0,f189,rainfed,others,0.0,0.0,0.65688662,0.80105585,0.0,38.73,50.0,w189,48.70574326,0.0,0.0
2016,b190,0.35400398,0.69939235,0.34545344,Imitation,5.02506226,7.22318632,0.32212406,1.876,2.0,1.641e-05,f190,irrigated,corn,13.95680788,0.13956808,2.31141962,0.99760813,27.91361577,67.75361577,50.0,w190,52.62231626,13.95680788,0.00011596
2016,b191,0.24774212,0.37149651,0.09678051,Repetition,3.27377494,3.27377494,0.0,0.0,2.0,0.0,f191,rainfed,corn,0.0,0.0,1.04760798,0.45214734,0.0,38.56,50.0,w191,50.65870426,0.0,0.0
2016,b192,0.23144563,0.29970252,0.09474857,Repetition,3.0273057,3.0273057,0.0,0.0,2.0,0.0,f192,rainfed,others,0.0,0.0,0.65477252,0.79847775,0.0,38.56,50.0,w192,51.15432526,0.0,0.0
2016,b193,0.24774212,0.37149651,0.09659637,Repetition,3.27377494,3.27377494,0.0,0.0,2.0,0.0,f193,rainfed,corn,0.0,0.0,1.04760798,0.45214734,0.0,38.56,50.0,w193,52.66137526,0.0,0.0
2016,b194,0.24774212,0.37149651,0.24115607,Repetition,3.27377494,3.27377494,0.0,0.0,2.0,0.0,f194,rainfed,corn,0.0,0.0,1.04760798,0.45214734,0.0,38.56,50.0,w194,52.88024326,0.0,0.0
2016,b195,0.24107261,0.31131266,0.08239416,Repetition,3.17226548,3.17226548,0.0,0.0,2.0,0.0,f195,rainfed,others,0.0,0.0,0.68612571,0.83671214,0.0,41.32,50.0,w195,53.07429326,0.0,0.0
2016,b196,0.11812574,0.34227628,0.58301449,Social comparison,1.44561664,3.4620353,0.14041866,1.876,2.0,2.872e-05,f196,irrigated,others,5.90897449,0.05908974,0.74879969,0.9131414,11.81794899,53.13794899,50.0,w196,54.55558926,5.90897449,5.055e-05
2016,b197,0.35411587,0.70032911,0.34705512,Imitation,5.02705435,7.24061686,0.33756251,1.876,2.0,5.002e-05,f197,irrigated,corn,14.25810785,0.14258108,2.31699739,1.00001549,28.51621569,69.83621569,50.0,w197,54.30518926,14.25810785,0.00012152
2016,b198,0.2902818,0.42260505,0.18627648,Repetition,3.94320383,3.94320383,0.0,0.0,2.0,0.0,f198,rainfed,corn,0.0,0.0,1.26182523,0.54460345,0.0,41.32,50.0,w198,54.25685926,0.0,0.0
2016,b199,0.35402356,0.70045696,0.12253472,Repetition,5.0254109,7.23979685,0.33838595,1.876,2.0,5.009e-05,f199,irrigated,corn,14.47792505,0.14477925,2.31673499,0.99990224,28.95585009,70.27585009,50.0,w199,53.44946926,14.47792505,0.00012182
2016,b200,0.35441866,0.70047555,0.34689111,Imitation,5.03244673,7.2406121,0.33216536,1.876,2.0,5.011e-05,f200,irrigated,corn,14.2709475,0.14270947,2.31699587,1.00001483,28.541895,69.861895,50.0,w200,53.17541326,14.2709475,0.00011958
2016,b201,0.26826806,0.39335632,0.12644693,Repetition,3.59192188,3.59192188,0.0,0.0,2.0,0.0,f201,rainfed,corn,0.0,0.0,1.149415,0.49608723,0.0,39.84,50.0,w201,53.35571926,0.0,0.0
2016,b202,0.23616714,0.304665,0.06880664,Repetition,3.0981723,3.0981723,0.0,0.0,2.0,0.0,f202,rainfed,others,0.0,0.0,0.67010018,0.81716943,0.0,39.84,50.0,w202,52.85602926,0.0,0.0
2016,b203,0.35493981,0.69930385,0.34459758,Imitation,5.0417339,7.19996035,0.28222645,1.876,2.0,4.702e-05,f203,irrigated,corn,13.9654339,0.13965434,2.30398731,0.99440034,27.9308678,66.6608678,50.0,w203,44.50256926,13.9654339,0.0001016
2016,b204,0.23209859,0.29932189,0.06820398,Repetition,3.03708013,3.03708013,0.0,0.0,2.0,0.0,f204,rainfed,others,0.0,0.0,0.65688662,0.80105585,0.0,38.73,50.0,w204,45.58526426,0.0,0.0
2016,b205,0.35346841,0.69861777,0.34538235,Imitation,5.01553208,7.19993108,0.308399,1.876,2.0,3.875e-05,f205,irrigated,corn,13.96486445,0.13964864,2.30397795,0.9943963,27.9297289,66.6597289,50.0,w205,49.80503626,13.96486445,0.00011102
2016,b206,0.35429402,0.70009672,0.04042097,Repetition,5.03022676,7.24061292,0.33438616,1.876,2.0,1.808e-05,f206,irrigated,corn,15.00946976,0.1500947,2.31699613,1.00001495,30.01893951,69.85893951,50.0,w206,50.35505926,15.00946976,0.00012038
2016,b207,0.35448427,0.6996179,0.34520057,Imitation,5.0336156,7.22344039,0.31382479,1.876,2.0,1.769e-05,f207,irrigated,corn,13.96438801,0.13964388,2.31150092,0.99764322,27.92877603,67.76877603,50.0,w207,50.90618726,13.96438801,0.00011298
2016,b208,0.35408427,0.69942987,0.34541077,Imitation,5.02649168,7.22320154,0.32070986,1.876,2.0,1.662e-05,f208,irrigated,corn,13.95726028,0.1395726,2.31142449,0.99761023,27.91452056,67.75452056,50.0,w208,52.33372626,13.95726028,0.00011546
2016,b209,0.23411996,0.30295676,0.07905351,Repetition,3.06739189,3.06739189,0.0,0.0,2.0,0.0,f209,rainfed,others,0.0,0.0,0.66344272,0.80905083,0.0,39.27,50.0,w209,50.17101926,0.0,0.0
2016,b210,0.35392517,0.69929996,0.34701472,Imitation,5.02365944,7.21213324,0.3124738,1.876,2.0,2.716e-05,f210,irrigated,corn,13.95338438,0.13953384,2.30788264,0.99608156,27.90676877,67.17676877,50.0,w210,50.68233326,13.95338438,0.00011249
2016,b211,0.25930347,0.3858375,0.44149187,Imitation,3.45188928,3.45188928,0.0,0.0,2.0,0.0,f211,rainfed,corn,0.0,0.0,1.10460457,0.47674705,0.0,39.27,50.0,w211,52.37447526,0.0,0.0
2016,b212,0.23411996,0.30295676,0.07905351,Repetition,3.06739189,3.06739189,0.0,0.0,2.0,0.0,f212,rainfed,others,0.0,0.0,0.66344272,0.80905083,0.0,39.27,50.0,w212,52.61228326,0.0,0.0
2016,b213,0.2432767,0.31322147,0.07053055,Repetition,3.20571252,3.20571252,0.0,0.0,2.0,0.0,f213,rainfed,others,0.0,0.0,0.69335993,0.84553408,0.0,42.05,50.0,w213,53.48765326,0.0,0.0
2016,b214,0.35407143,0.70059766,0.01140432,Repetition,5.02626305,7.23781606,0.33555301,1.876,2.0,7.259e-05,f214,irrigated,corn,14.30352979,0.1430353,2.31610114,0.99962867,28.60705959,70.65705959,50.0,w214,53.69518926,14.30352979,0.0001208
2016,b215,0.35410607,0.70062895,0.346594,Imitation,5.02687975,7.23759389,0.33471414,1.876,2.0,4.386e-05,f215,irrigated,corn,14.31968988,0.1431969,2.31603004,0.99959798,28.63937976,70.68937976,50.0,w215,53.45462626,14.31968988,0.0001205
2016,b216,0.35471002,0.70058312,0.34593993,Imitation,5.03763806,7.24047338,0.32683532,1.876,2.0,4.387e-05,f216,irrigated,corn,13.98225307,0.13982253,2.31695148,0.99999568,27.96450613,70.01450613,50.0,w216,53.45635926,13.98225307,0.00011766
2016,b217,0.3004967,0.43101581,0.40016064,Imitation,4.10992477,4.10992477,0.0,0.0,2.0,0.0,f217,rainfed,corn,0.0,0.0,1.31517593,0.5676296,0.0,42.05,50.0,w217,53.39915226,0.0,0.0
2016,b218,0.35475886,0.7006059,0.34591388,Imitation,5.03850841,7.24047294,0.32596453,1.876,2.0,4.396e-05,f218,irrigated,corn,13.98239922,0.13982399,2.31695134,0.99999561,27.96479843,70.01479843,50.0,w218,53.27968926,13.98239922,0.00011735
2016,b219,0.24018962,0.30862177,0.06099568,Repetition,3.15889326,3.15889326,0.0,0.0,2.0,0.0,f219,rainfed,others,0.0,0.0,0.68323344,0.8331851,0.0,41.04,50.0,w219,52.99337526,0.0,0.0
2016,b220,0.23538749,0.30217269,0.05962658,Repetition,3.08644005,3.08644005,0.0,0.0,2.0,0.0,f220,rainfed,others,0.0,0.0,0.66756262,0.81407494,0.0,39.62,50.0,w220,45.06424126,0.0,0.0
2016,b221,0.23538749,0.30217269,0.11538561,Repetition,3.08644005,3.08644005,0.0,0.0,2.0,0.0,f221,rainfed,others,0.0,0.0,0.66756262,0.81407494,0.0,39.62,50.0,w221,45.52059326,0.0,0.0
2016,b222,0.26484095,0.38238463,0.08593215,Repetition,3.53818666,3.53818666,0.0,0.0,2.0,0.0,f222,rainfed,corn,0.0,0.0,1.13221973,0.48866575,0.0,39.62,50.0,w222,46.79638926,0.0,0.0
2016,b223,0.11804309,0.34222914,0.1831422,Deliberation,1.44453897,3.46232703,0.14178806,1.876,2.0,8.425e-05,f223,irrigated,others,6.1512729,0.06151273,0.74886279,0.91321835,12.3025458,53.3425458,50.0,w223,52.53786626,6.1512729,5.104e-05
2016,b224,0.35422873,0.70041622,0.01261594,Repetition,5.02906402,7.23908933,0.33402531,1.876,2.0,7.882e-05,f224,irrigated,corn,14.69991643,0.14699916,2.31650858,0.99980452,29.39983286,70.43983286,50.0,w224,51.61224126,14.69991643,0.00012025
2016,b225,0.25930347,0.3858375,0.17150068,Repetition,3.45188928,3.45188928,0.0,0.0,2.0,0.0,f225,rainfed,corn,0.0,0.0,1.10460457,0.47674705,0.0,39.27,50.0,w225,49.69441926,0.0,0.0
2016,b226,0.11748884,0.34196172,0.19568463,Deliberation,1.43731425,3.45991477,0.14660051,1.876,2.0,4.79e-06,f226,irrigated,others,6.59448086,0.06594481,0.74834104,0.91258209,13.18896173,52.45896173,50.0,w226,50.22057926,6.59448086,5.278e-05
2016,b227,0.35329608,0.69900936,0.34735149,Imitation,5.01246714,7.21243864,0.3239715,1.876,2.0,2.53e-05,f227,irrigated,corn,13.96050519,0.13960505,2.30798036,0.99612374,27.92101039,67.19101039,50.0,w227,52.97934926,13.96050519,0.00011663
2016,b228,0.35416292,0.70065559,0.34656385,Imitation,5.02789207,7.23758395,0.33369188,1.876,2.0,4.397e-05,f228,irrigated,corn,14.32039841,0.14320398,2.31602686,0.99959661,28.64079683,70.69079683,50.0,w228,53.24961226,14.32039841,0.00012013
2016,b229,0.11859254,0.34261758,0.58205361,Social comparison,1.45170547,3.46246331,0.13475785,1.876,2.0,6.05e-05,f229,irrigated,others,5.76247476,0.05762475,0.74889227,0.9132543,11.52494952,53.57494952,50.0,w229,53.48605926,5.76247476,4.851e-05
2016,b230,0.35464495,0.70055273,0.34597461,Imitation,5.03647843,7.24047405,0.32799562,1.876,2.0,4.375e-05,f230,irrigated,corn,13.98203406,0.13982034,2.3169517,0.99999577,27.96406813,70.01406813,50.0,w230,53.69236526,13.98203406,0.00011808
2016,b231,0.23538749,0.30217269,0.05962658,Repetition,3.08644005,3.08644005,0.0,0.0,2.0,0.0,f231,rainfed,others,0.0,0.0,0.66756262,0.81407494,0.0,39.62,50.0,w231,45.08093926,0.0,0.0
2016,b232,0.24018962,0.30862177,0.06099568,Repetition,3.15889326,3.15889326,0.0,0.0,2.0,0.0,f232,rainfed,others,0.0,0.0,0.68323344,0.8331851,0.0,41.04,50.0,w232,47.24470726,0.0,0.0
2016,b233,0.35473405,0.70064909,0.3452663,Imitation,5.03806628,7.23902186,0.32495558,1.876,2.0,7.78e-05,f233,irrigated,corn,14.70661695,0.14706617,2.316487,0.9997952,29.41323389,70.45323389,50.0,w233,49.83887626,14.70661695,0.00011698
2016,b234,0.35505049,0.70019751,0.34374267,Imitation,5.04370729,7.23761671,0.31790942,1.876,2.0,7.787e-05,f234,irrigated,corn,13.96314683,0.13963147,2.31603735,0.99960114,27.92629365,68.96629365,50.0,w234,51.73899226,13.96314683,0.00011445
2016,b235,0.3541686,0.70065825,0.34656087,Imitation,5.02799318,7.23758296,0.33358978,1.876,2.0,4.398e-05,f235,irrigated,corn,14.32046913,0.14320469,2.31602655,0.99959647,28.64093827,70.69093827,50.0,w235,53.22905926,14.32046913,0.00012009
2016,b236,0.28625308,0.41076245,0.41347374,Imitation,3.87810852,3.87810852,0.0,0.0,2.0,0.0,f236,rainfed,corn,0.0,0.0,1.24099472,0.53561301,0.0,41.04,50.0,w236,51.84926926,0.0,0.0
2016,b237,0.35557204,0.70043911,0.3434646,Imitation,5.05301075,7.23752715,0.3085164,1.876,2.0,7.785e-05,f237,irrigated,corn,13.95677735,0.13956777,2.31600869,0.99958877,27.91355469,68.95355469,50.0,w237,49.86489626,13.95677735,0.00011107
2016,b238,0.23411996,0.30295676,0.07905351,Repetition,3.06739189,3.06739189,0.0,0.0,2.0,0.0,f238,rainfed,others,0.0,0.0,0.66344272,0.80905083,0.0,39.27,50.0,w238,49.19245926,0.0,0.0
2016,b239,0.23411996,0.30295676,0.07905351,Repetition,3.06739189,3.06739189,0.0,0.0,2.0,0.0,f239,rainfed,others,0.0,0.0,0.66344272,0.80905083,0.0,39.27,50.0,w239,50.37578926,0.0,0.0
2016,b240,0.35385804,0.69926862,0.34705082,Imitation,5.02246453,7.21211897,0.31365444,1.876,2.0,2.696e-05,f240,irrigated,corn,13.95305268,0.13953053,2.30787807,0.99607959,27.90610535,67.17610535,50.0,w240,50.92316626,13.95305268,0.00011292
2016,b241,0.35371844,0.6992056,0.34712461,Imitation,5.01998019,7.21243131,0.31645111,1.876,2.0,2.653e-05,f241,irrigated,corn,13.96033383,0.13960334,2.30797802,0.99612273,27.92066766,67.19066766,50.0,w241,51.45662926,13.96033383,0.00011392
2016,b242,0.35483444,0.7006406,0.34587295,Imitation,5.03985558,7.24047409,0.32461851,1.876,2.0,3.22e-05,f242,irrigated,corn,13.98202152,0.13982022,2.31695171,0.99999577,27.96404304,70.01404304,50.0,w242,53.00916426,13.98202152,0.00011686
2016,b243,0.3004967,0.43101581,0.13310273,Repetition,4.10992477,4.10992477,0.0,0.0,2.0,0.0,f243,rainfed,corn,0.0,0.0,1.31517593,0.5676296,0.0,42.05,50.0,w243,53.26924326,0.0,0.0
2016,b244,0.1183475,0.34258278,0.22364908,Deliberation,1.44850883,3.46193661,0.13742778,1.876,2.0,6.553e-05,f244,irrigated,others,6.73324252,0.06733243,0.74877835,0.91311537,13.46648505,53.08648505,50.0,w244,45.07206926,6.73324252,4.947e-05
2016,b245,0.35469717,0.70057711,0.34594677,Imitation,5.037409,7.24047354,0.32706454,1.876,2.0,4.384e-05,f245,irrigated,corn,13.98220147,0.13982201,2.31695153,0.9999957,27.96440293,70.01440293,50.0,w245,53.50310326,13.98220147,0.00011774
2016,b246,0.2432767,0.31322147,0.07053055,Repetition,3.20571252,3.20571252,0.0,0.0,2.0,0.0,f246,rainfed,others,0.0,0.0,0.69335993,0.84553408,0.0,42.05,50.0,w246,53.57307626,0.0,0.0
