init_water,smt1,smt2,smt3,maxirr,p_up2,p_up3,ccx,cdc,rtx,hi,wp,polmx,polfin,kc,hipsveg,eme,histart,mat,flowering,maxrooting,senescence,yldform,max_irrseason,crop_name,irrig_method
,,,,,,,,,,,,,,,,,,,,,,,433.85208403007664,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.8980004290536,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.9080659484779,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.9368906310359,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.6073122451468,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.5888127818637,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.8415092025613,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.8634635583451,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,433.90644563108935,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,433.9294159269005,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.8274441505923,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.8205808117756,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.8033633245686,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.8009479413446,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2810741925321,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2714949107999,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.30155434644496,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,429.8096060407522,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.7889384496865,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.7891067322769,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,431.28136810911474,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2886341962313,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2978801465249,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.81547723354737,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.8075700931241,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.79355639487824,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,431.2851352283548,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2941457770026,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,0.0,corn,0.0
,,,,,,,,,,,,,,,,,,,,,,,436.8629324653143,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.7981421783412,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.7954244535515,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,429.7950545593041,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2785609013939,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.290304312093,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,431.2994099616503,corn,1.0
,,,,,,,,,,,,,,,,,,,,,,,436.86708918997977,corn,1.0
